Year,Industry sector,Industry higher sub-category,Industry middle sub-category,Industry lower sub-category,Observation status,Unit multiplier,Unit measure,Value
1990,"Agriculture, forestry and fishing",,,,Undefined,Units,Percentage (%),0.759142451153
1990,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",,,Undefined,Units,Percentage (%),0.6713134915807574
1990,"Agriculture, forestry and fishing",Forestry and logging,,,Undefined,Units,Percentage (%),0.058581398378529013
1990,"Agriculture, forestry and fishing",Fishing and aquaculture,,,Undefined,Units,Percentage (%),0.05659705056894703
1990,Mining and quarrying,,,,Undefined,Units,Percentage (%),4.430185898879361
1990,Mining and quarrying,Mining of coal and lignite,,,Undefined,Units,Percentage (%),0.6129909211773912
1990,Mining and quarrying,Extraction of crude petroleum and natural gas,,,Undefined,Units,Percentage (%),3.8357443159219753
1990,Mining and quarrying,Mining of metal ores,,,Undefined,Units,Percentage (%),0.0
1990,Mining and quarrying,Other mining and quarrying,,,Undefined,Units,Percentage (%),0.15262222935437086
1990,Mining and quarrying,Mining support service activities,,,Undefined,Units,Percentage (%),0.09309179506691134
1990,Manufacturing,,,,Undefined,Units,Percentage (%),11.043413216274068
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Undefined,Units,Percentage (%),2.0430154839522343
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Undefined,Units,Percentage (%),1.553054126968926
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Undefined,Units,Percentage (%),0.30067183114753104
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Undefined,Units,Percentage (%),0.15529678509772052
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Vegetable and animal oils and fats,Undefined,Units,Percentage (%),0.07902880841639554
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Dairy products,Undefined,Units,Percentage (%),0.6221361762998125
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Grain mill products, starches and starch products",Undefined,Units,Percentage (%),0.17669323104451756
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Bakery and farinaceous products,Undefined,Units,Percentage (%),0.2160350832692734
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Other food products,Undefined,Units,Percentage (%),0.49375750061903023
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Prepared animal feeds,Undefined,Units,Percentage (%),0.12432370406989736
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Undefined,Units,Percentage (%),0.2416590528103973
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Alcoholic beverages,Undefined,Units,Percentage (%),0.22914903401085868
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Soft drinks; production of mineral waters and other bottled waters,Undefined,Units,Percentage (%),0.032698600862242265
1990,Manufacturing,"Manufacture of food products, beverages and tobacco",Tobacco products,,Undefined,Units,Percentage (%),0.15779878885762824
1990,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Undefined,Units,Percentage (%),0.2538239676430521
1990,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Textiles,,Undefined,Units,Percentage (%),0.09438593494272568
1990,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Wearing apparel,,Undefined,Units,Percentage (%),0.11276272117928926
1990,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Leather and related products,,Undefined,Units,Percentage (%),0.05866767437024997
1990,Manufacturing,"Manufacture of wood and paper products, and printing",,,Undefined,Units,Percentage (%),0.6096261575002739
1990,Manufacturing,"Manufacture of wood and paper products, and printing","Wood and products of wood and cork, except furniture; articles of straw and plaiting materials",,Undefined,Units,Percentage (%),0.17885013083754145
1990,Manufacturing,"Manufacture of wood and paper products, and printing",Paper and paper products,,Undefined,Units,Percentage (%),0.16495969617046755
1990,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Undefined,Units,Percentage (%),0.2803106971013855
1990,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Undefined,Units,Percentage (%),0.4131757243516575
1990,Manufacturing,Manufacture of chemicals and chemical products,,,Undefined,Units,Percentage (%),0.43370941038124494
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals)",Undefined,Units,Percentage (%),0.1687558398061896
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Petrochemicals,Undefined,Units,Percentage (%),0.0931780710586323
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Dyestuffs, agro-chemicals",Undefined,Units,Percentage (%),0.21318797554248187
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Paints, varnishes and similar coatings, printing ink and mastics",Undefined,Units,Percentage (%),0.10266843014793745
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Undefined,Units,Percentage (%),0.04615765557071137
1990,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Other chemical products,Undefined,Units,Percentage (%),0.0978369746115639
1990,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Undefined,Units,Percentage (%),0.7815742090001389
1990,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,Undefined,Units,Percentage (%),0.998126948219738
1990,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Rubber and plastic products,,Undefined,Units,Percentage (%),0.5288718292494592
1990,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Undefined,Units,Percentage (%),0.48090237785260787
1990,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.2330314536383017
1990,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Cement, lime, plaster and articles of concrete, cement and plaster",Undefined,Units,Percentage (%),0.2375178052077914
1990,Manufacturing,Manufacture of basic metals and metal products,,,Undefined,Units,Percentage (%),2.111863725345557
1990,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Undefined,Units,Percentage (%),0.6998708448403937
1990,Manufacturing,Manufacture of basic metals and metal products,,Basic iron and steel,Undefined,Units,Percentage (%),0.29144030003338883
1990,Manufacturing,Manufacture of basic metals and metal products,,Other basic metals and casting,Undefined,Units,Percentage (%),1.0135703507377891
1990,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Undefined,Units,Percentage (%),1.4971472843337466
1990,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Fabricated metal products, excluding weapons and ammunition",Undefined,Units,Percentage (%),1.4414129936820093
1990,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Weapons and ammunition,Undefined,Units,Percentage (%),0.06487954577415879
1990,Manufacturing,"Manufacturing of computer, electronic and optical products",,,Undefined,Units,Percentage (%),0.27513413759812816
1990,Manufacturing,Manufacture of electrical equipment,,,Undefined,Units,Percentage (%),0.2897147801989697
1990,Manufacturing,Manufacture of machinery and equipment not elsewhere classified,,,Undefined,Units,Percentage (%),1.0673202935799446
1990,Manufacturing,Manufacture of transport equipment,,,Undefined,Units,Percentage (%),1.5660818017187903
1990,Manufacturing,Manufacture of transport equipment,"Motor vehicles, trailers and semi-trailers",,Undefined,Units,Percentage (%),0.7652680465648782
1990,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Undefined,Units,Percentage (%),0.7620758348712029
1990,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Undefined,Units,Percentage (%),0.06677761759201982
1990,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Air and spacecraft and related machinery,Undefined,Units,Percentage (%),0.7908057401142812
1990,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Other transport equipment,Undefined,Units,Percentage (%),0.012596294791259554
1990,Manufacturing,Other manufacturing and repair,,,Undefined,Units,Percentage (%),1.1708514836450916
1990,Manufacturing,Furniture and other manufacturing,,,Undefined,Units,Percentage (%),0.5576880104842585
1990,Manufacturing,Furniture and other manufacturing,Furniture,,Undefined,Units,Percentage (%),0.30213852300678734
1990,Manufacturing,Furniture and other manufacturing,Other manufacturing,,Undefined,Units,Percentage (%),0.2623652908234267
1990,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,,Undefined,Units,Percentage (%),0.6355089550165607
1990,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Undefined,Units,Percentage (%),0.05090283511536394
1990,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Undefined,Units,Percentage (%),0.2874716044142248
1990,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Rest of repair; installation,Undefined,Units,Percentage (%),0.3362175397365649
1990,"Electricity, gas, steam and air conditioning supply",,,,Undefined,Units,Percentage (%),1.5392499682935732
1990,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",,Undefined,Units,Percentage (%),2.074506220930383
1990,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,,Undefined,Units,Percentage (%),0.507734211277825
1990,"Water supply; sewerage, waste management and remediation activities",,,,Undefined,Units,Percentage (%),2.22497155049173
1990,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply",,,Undefined,Units,Percentage (%),0.7400754569823592
1990,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),1.4637584755377366
1990,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Sewerage,,Undefined,Units,Percentage (%),0.4992791640891714
1990,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services","Waste collection, treatment and disposal activities; materials recovery",,Undefined,Units,Percentage (%),1.1242624481157755
1990,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.012164914832654772
1990,Construction,,,,Undefined,Units,Percentage (%),11.707220696575101
1990,Construction,Construction of buildings,,,Undefined,Units,Percentage (%),4.457621664246625
1990,Construction,Civil engineering,,,Undefined,Units,Percentage (%),2.0815808522515016
1990,Construction,Specialised construction activities,,,Undefined,Units,Percentage (%),5.211328727920896
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,Undefined,Units,Percentage (%),12.593016303574156
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,Undefined,Units,Percentage (%),2.102114538281089
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.413879736444101
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),6.114293257272419
1990,Transportation and storage,,,,Undefined,Units,Percentage (%),4.061010930305391
1990,Transportation and storage,Land transport and transport via pipelines,,,Undefined,Units,Percentage (%),1.6612442205870044
1990,Transportation and storage,Land transport and transport via pipelines,Rail transport,,Undefined,Units,Percentage (%),0.09585262680198194
1990,Transportation and storage,Land transport and transport via pipelines,"Land transport services and transport services via pipelines, excluding rail transport",,Undefined,Units,Percentage (%),1.6630560164131447
1990,Transportation and storage,Water transport,,,Undefined,Units,Percentage (%),0.3332841560180524
1990,Transportation and storage,Air transport,,,Undefined,Units,Percentage (%),0.11077837336970729
1990,Transportation and storage,Warehousing and support activities for transportation,,,Undefined,Units,Percentage (%),1.4624643356619222
1990,Transportation and storage,Postal and courier activities,,,Undefined,Units,Percentage (%),0.8036608628807037
1990,Accommodation and food services,,,,Undefined,Units,Percentage (%),4.155051761281233
1990,Accommodation and food services,Accommodation,,,Undefined,Units,Percentage (%),0.9033096333184076
1990,Accommodation and food services,Food and beverage service activities,,,Undefined,Units,Percentage (%),3.2901349442786505
1990,Information and communication,,,,Undefined,Units,Percentage (%),0.871473792373375
1990,Information and communication,Publishing audio visual broadcsting,,,Undefined,Units,Percentage (%),1.2906888361454993
1990,Information and communication,Publishing audio visual broadcsting,Publishing activities,,Undefined,Units,Percentage (%),0.498071300205078
1990,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",,,Undefined,Units,Percentage (%),0.8538734900623
1990,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities","Motion picture, video and tv programme production, sound recording and music publishing activities",,Undefined,Units,Percentage (%),0.41835228385491485
1990,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",Programming and broadcasting activities,,Undefined,Units,Percentage (%),0.449325364882738
1990,Information and communication,Telecommunications,,,Undefined,Units,Percentage (%),0.012768846774701463
1990,Information and communication,IT and other information service,,,Undefined,Units,Percentage (%),1.502065015861841
1990,Information and communication,IT and other information service,"Computer programming, consultancy and related activities",,Undefined,Units,Percentage (%),1.044715983749054
1990,Information and communication,IT and other information service,Information service activities,,Undefined,Units,Percentage (%),0.5183461582595026
1990,Financial and insurance,,,,Undefined,Units,Percentage (%),9.061739962435434
1990,Financial and insurance,"Financial service activities, except insurance and pension funding",,,Undefined,Units,Percentage (%),4.727320414366333
1990,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",,Undefined,Units,Percentage (%),4.893229146445731
1990,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance and reinsurance, except compulsory social security",,Undefined,Units,Percentage (%),4.893056594462289
1990,Financial and insurance,Pension funding,,,Undefined,Units,Percentage (%),0.0
1990,Financial and insurance,Activities auxiliary to financial services and insurance activities,,,Undefined,Units,Percentage (%),1.2156287233482677
1990,Real estate,,,,Undefined,Units,Percentage (%),11.699197029345052
1990,Real estate,Real estate activities,"Buying and selling, renting and operating of own or leased real estate, excluding imputed rental",,Undefined,Units,Percentage (%),2.503729279742138
1990,Real estate,Real estate activities,Imputed rental,,Undefined,Units,Percentage (%),9.036892476819798
1990,Real estate,Real estate activities,Real estate activities on a fee or contract basis,,Undefined,Units,Percentage (%),0.25598086743607595
1990,"Professional, scientific and technical activities",,,,Undefined,Units,Percentage (%),6.264068378899998
1990,"Professional, scientific and technical activities",Legal accounting management architecture engineering tech testing,,,Undefined,Units,Percentage (%),3.9439344095400544
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,,,Undefined,Units,Percentage (%),2.721662434829273
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,,Undefined,Units,Percentage (%),1.873483160220556
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,Legal activities,Undefined,Units,Percentage (%),1.0875951516343692
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Undefined,Units,Percentage (%),0.7867507685033963
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Activities of head offices; management consultancy activities,,Undefined,Units,Percentage (%),0.843692923039227
1990,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,,Undefined,Units,Percentage (%),1.232452541733854
1990,"Professional, scientific and technical activities",Scientific research and development,,,Undefined,Units,Percentage (%),1.3560860378699837
1990,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",,,Undefined,Units,Percentage (%),1.2536764356972092
1990,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",Advertising and market research,,Undefined,Units,Percentage (%),0.7067729241780702
1990,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",,,Undefined,Units,Percentage (%),0.5506133791631401
1990,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities","Other professional, scientific and technical activities",,Undefined,Units,Percentage (%),0.4255994671594751
1990,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",Veterinary activities,,Undefined,Units,Percentage (%),0.12225308026859441
1990,Administrative and support activities,,,,Undefined,Units,Percentage (%),4.1168314969488495
1990,Administrative and support activities,Rental and leasing activities,,,Undefined,Units,Percentage (%),1.0348805206928653
1990,Administrative and support activities,Employment activities,,,Undefined,Units,Percentage (%),0.8524067982030435
1990,Administrative and support activities,"Travel agency, tour operator and other reservation service and related activities",,,Undefined,Units,Percentage (%),1.2701551501159118
1990,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",,,Undefined,Units,Percentage (%),1.5068101954064936
1990,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Security and investigation activities,,Undefined,Units,Percentage (%),0.17677950703623851
1990,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Services to buildings and landscape activities,,Undefined,Units,Percentage (%),0.37305738820141304
1990,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities","Office administrative, office support and other business support activities",,Undefined,Units,Percentage (%),0.9637891035147975
1990,Public administration and defence; compulsory social security,,,,Undefined,Units,Percentage (%),7.198609921221393
1990,Education,,,,Undefined,Units,Percentage (%),8.609998869784508
1990,Human health and social activities,,,,Undefined,Units,Percentage (%),7.485477593693571
1990,Human health and social activities,Human health activities,,,Undefined,Units,Percentage (%),4.610416445584438
1990,Human health and social activities,Residential care and social work activities,,,Undefined,Units,Percentage (%),3.052962243037743
1990,Human health and social activities,Residential care and social work activities,Residential care activities,,Undefined,Units,Percentage (%),1.6092197975792681
1990,Human health and social activities,Residential care and social work activities,Social work activities without accommodation,,Undefined,Units,Percentage (%),1.4424483055826605
1990,"Arts, entertainment and recreation",,,,Undefined,Units,Percentage (%),1.625353408031087
1990,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",,,Undefined,Units,Percentage (%),0.9676715231422406
1990,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Creative, arts and entertainment activities",,Undefined,Units,Percentage (%),0.43819576195073473
1990,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Libraries, archives, museums and other cultural activities",,Undefined,Units,Percentage (%),0.13139833539101572
1990,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Gambling and betting activities,,Undefined,Units,Percentage (%),0.39065769051248805
1990,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Sports activities and amusement and recreation activities,,Undefined,Units,Percentage (%),0.6553524331123806
1990,Other service activities,,,,Undefined,Units,Percentage (%),2.3388558595633917
1990,Other service activities,Activities of membership organisations,,,Undefined,Units,Percentage (%),0.6336108831986996
1990,Other service activities,Repair of computers and personal and household goods,,,Undefined,Units,Percentage (%),0.1883404899268466
1990,Other service activities,Other personal service activities,,,Undefined,Units,Percentage (%),1.5119004789180301
1990,Activities of households as employers,,,,Undefined,Units,Percentage (%),0.2308745538452778
1991,"Agriculture, forestry and fishing",,,,Undefined,Units,Percentage (%),0.8024818056579881
1991,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",,,Undefined,Units,Percentage (%),0.7096837037140113
1991,"Agriculture, forestry and fishing",Forestry and logging,,,Undefined,Units,Percentage (%),0.061662468864366916
1991,"Agriculture, forestry and fishing",Fishing and aquaculture,,,Undefined,Units,Percentage (%),0.06001001906405243
1991,Mining and quarrying,,,,Undefined,Units,Percentage (%),4.668866454225401
1991,Mining and quarrying,Mining of coal and lignite,,,Undefined,Units,Percentage (%),0.6461078719229645
1991,Mining and quarrying,Extraction of crude petroleum and natural gas,,,Undefined,Units,Percentage (%),4.041544327400748
1991,Mining and quarrying,Mining of metal ores,,,Undefined,Units,Percentage (%),0.0
1991,Mining and quarrying,Other mining and quarrying,,,Undefined,Units,Percentage (%),0.1609833989674798
1991,Mining and quarrying,Mining support service activities,,,Undefined,Units,Percentage (%),0.09810333551340746
1991,Manufacturing,,,,Undefined,Units,Percentage (%),10.571504111990873
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Undefined,Units,Percentage (%),2.0548648122121262
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Undefined,Units,Percentage (%),1.5613911192129468
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Undefined,Units,Percentage (%),0.30222437137330754
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Undefined,Units,Percentage (%),0.15602604956653632
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Vegetable and animal oils and fats,Undefined,Units,Percentage (%),0.07966547458358265
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Dairy products,Undefined,Units,Percentage (%),0.6255827059822161
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Grain mill products, starches and starch products",Undefined,Units,Percentage (%),0.1775948680127465
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Bakery and farinaceous products,Undefined,Units,Percentage (%),0.21725366322029416
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Other food products,Undefined,Units,Percentage (%),0.4965176794734425
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Prepared animal feeds,Undefined,Units,Percentage (%),0.12497738752904833
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Undefined,Units,Percentage (%),0.24308406273047325
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Alcoholic beverages,Undefined,Units,Percentage (%),0.23047326162281007
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Soft drinks; production of mineral waters and other bottled waters,Undefined,Units,Percentage (%),0.032875053922046114
1991,Manufacturing,"Manufacture of food products, beverages and tobacco",Tobacco products,,Undefined,Units,Percentage (%),0.15854820978806897
1991,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Undefined,Units,Percentage (%),0.22986446432795735
1991,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Textiles,,Undefined,Units,Percentage (%),0.08549253440574427
1991,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Wearing apparel,,Undefined,Units,Percentage (%),0.10227794553525457
1991,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Leather and related products,,Undefined,Units,Percentage (%),0.05322627777855086
1991,Manufacturing,"Manufacture of wood and paper products, and printing",,,Undefined,Units,Percentage (%),0.5744437332145889
1991,Manufacturing,"Manufacture of wood and paper products, and printing","Wood and products of wood and cork, except furniture; articles of straw and plaiting materials",,Undefined,Units,Percentage (%),0.16872382171632133
1991,Manufacturing,"Manufacture of wood and paper products, and printing",Paper and paper products,,Undefined,Units,Percentage (%),0.15567816539804905
1991,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Undefined,Units,Percentage (%),0.26421802596607435
1991,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Undefined,Units,Percentage (%),0.44981422985402775
1991,Manufacturing,Manufacture of chemicals and chemical products,,,Undefined,Units,Percentage (%),0.44955331672766236
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals)",Undefined,Units,Percentage (%),0.17463785258060477
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Petrochemicals,Undefined,Units,Percentage (%),0.09671179883945842
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Dyestuffs, agro-chemicals",Undefined,Units,Percentage (%),0.22090644698941042
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Paints, varnishes and similar coatings, printing ink and mastics",Undefined,Units,Percentage (%),0.10627861347285808
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Undefined,Units,Percentage (%),0.047834073166998316
1991,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Other chemical products,Undefined,Units,Percentage (%),0.10132126407191462
1991,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Undefined,Units,Percentage (%),0.8102222284068296
1991,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,Undefined,Units,Percentage (%),0.9319816873773707
1991,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Rubber and plastic products,,Undefined,Units,Percentage (%),0.4938215771676663
1991,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Undefined,Units,Percentage (%),0.4492054325591751
1991,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.21768851843090323
1991,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Cement, lime, plaster and articles of concrete, cement and plaster",Undefined,Units,Percentage (%),0.222037070536994
1991,Manufacturing,Manufacture of basic metals and metal products,,,Undefined,Units,Percentage (%),1.942846109959228
1991,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Undefined,Units,Percentage (%),0.6441075379541628
1991,Manufacturing,Manufacture of basic metals and metal products,,Basic iron and steel,Undefined,Units,Percentage (%),0.26830566494579966
1991,Manufacturing,Manufacture of basic metals and metal products,,Other basic metals and casting,Undefined,Units,Percentage (%),0.9333732240513198
1991,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Undefined,Units,Percentage (%),1.3780561624201606
1991,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Fabricated metal products, excluding weapons and ammunition",Undefined,Units,Percentage (%),1.3272650738210205
1991,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Weapons and ammunition,Undefined,Units,Percentage (%),0.05966213489556517
1991,Manufacturing,"Manufacturing of computer, electronic and optical products",,,Undefined,Units,Percentage (%),0.26639230201911973
1991,Manufacturing,Manufacture of electrical equipment,,,Undefined,Units,Percentage (%),0.2754372903997885
1991,Manufacturing,Manufacture of machinery and equipment not elsewhere classified,,,Undefined,Units,Percentage (%),0.9642479440045643
1991,Manufacturing,Manufacture of transport equipment,,,Undefined,Units,Percentage (%),1.4738982508384009
